wavelength,Back_EunCamf,Belly_EunCamf,Breast_EunCamf,Crissum_EunCamf,Crown_EunCamf,DorTail_EunCamf,Rump_EunCamf,Throat_EunCamf,WingTip_EunCamf
376.18,8.97099999999,18.981,15.8884666666,17.1193333333,8.8418,8.4188,8.37033333333,17.0808333333,7.92373333333
376.54,9.06100000001,19.1684,15.9900666667,17.2442666667,8.9246,8.5058,8.4998,17.1988666667,7.9836
376.90,9.04566666667,19.2186666667,15.9593333333,17.2445333333,8.94213333333,8.50493333333,8.47953333333,17.2144666667,7.974
377.26,9.145,19.2863333333,16.0844666667,17.3356,9.0328,8.59066666667,8.53346666667,17.3087666667,8.03253333333
377.63,9.18586666665,19.3477333333,16.0882666667,17.3902666667,9.05993333333,8.61153333333,8.59566666666,17.356,8.03786666667
377.99,9.12666666667,19.3016,16.0872,17.4279333333,9.02633333333,8.6044,8.61373333333,17.3181333333,8.01426666667
378.35,9.19566666668,19.3260666666,16.1152666667,17.4931333333,9.13786666667,8.63006666666,8.6614,17.3953666667,8.09253333333
378.71,9.13813333332,19.2448666667,16.0744,17.4431333333,9.1254,8.58246666667,8.66546666667,17.3471333333,8.00733333333
379.07,9.1508,19.356,16.1402666667,17.5396666667,9.15686666667,8.59786666666,8.69633333333,17.3656,8.05213333333
379.44,9.20753333333,19.4368666667,16.2365333333,17.5932666667,9.16926666667,8.6378,8.7128,17.4222666667,8.08773333333
379.80,9.12993333335,19.364,16.1907333333,17.4992,9.09613333333,8.55493333333,8.6372,17.3229333333,8.067
380.16,9.10453333333,19.3650666667,16.1334,17.4939333333,9.0454,8.5498,8.64033333333,17.2879,8.06333333333
380.52,8.96566666666,19.2328666667,16.0029333333,17.4025333333,8.96626666667,8.4338,8.52113333333,17.1445666667,7.96513333333
380.88,8.94346666668,19.2264,15.9893333333,17.3845333333,8.9122,8.38186666667,8.53706666667,17.1015666667,7.96886666667
381.24,8.91886666666,19.2708,15.9814,17.3953333333,8.91406666667,8.35773333333,8.54193333333,17.0598666667,7.93746666667
381.61,8.90166666667,19.2581333333,15.9946,17.425,8.89113333333,8.32,8.51813333333,17.0416666667,7.90213333333
381.97,8.90646666667,19.3112666667,16.0387333333,17.4606,8.8504,8.30846666667,8.48453333333,17.0257666667,7.86493333333
382.33,8.88913333333,19.433,16.1061333333,17.5163333334,8.89486666667,8.39206666666,8.54073333333,17.0771,7.86673333333
382.69,8.98433333333,19.5923333333,16.2066,17.6164,8.9986,8.46373333333,8.62553333333,17.1717,7.94833333333
383.05,9.02686666667,19.6801333333,16.2844666667,17.6852,9.04666666667,8.5376,8.65933333333,17.2673666667,7.96633333333
383.41,9.01846666666,19.7216,16.3075333333,17.7184666667,9.067,8.56266666667,8.70846666667,17.3333,7.96426666667
383.77,9.12226666666,19.8985333333,16.3752,17.8888666667,9.1818,8.6692,8.81406666667,17.4799333333,8.02113333333
384.14,9.04853333333,19.8626,16.3594666667,17.8384666667,9.15213333333,8.6084,8.7568,17.4531,7.91433333333
384.50,9.11433333333,19.9661333333,16.4311333333,17.8921333333,9.18873333333,8.6452,8.78506666667,17.5218333333,7.9314
384.86,9.18633333334,20.0408,16.4925333333,17.9688,9.27253333333,8.71666666667,8.82573333333,17.6303,7.97546666667
385.22,9.22626666668,20.0954,16.5210666667,18.0132,9.29686666667,8.71686666667,8.86666666667,17.6931666667,8.013
385.58,9.34553333334,20.2102,16.6461333333,18.1332,9.41146666667,8.80233333333,8.9592,17.8409,8.1204
385.94,9.41799999999,20.2763333334,16.6992,18.2096666666,9.52606666666,8.87406666667,9.02873333333,17.9558666667,8.21
386.30,9.44093333335,20.2492666667,16.7042,18.1933333333,9.5082,8.83346666667,8.99726666667,17.9521666667,8.19953333333
386.66,9.38433333333,20.2545333333,16.6669333333,18.1905333333,9.4456,8.7744,8.92753333333,17.9063,8.16786666667
387.03,9.44139999999,20.2952666667,16.7237333334,18.2354666666,9.53853333334,8.81833333333,8.98826666667,17.9358666667,8.22973333333
387.39,9.43619999999,20.2768666667,16.7079333333,18.2548666667,9.53966666667,8.80606666667,8.96373333333,17.8745,8.24526666667
387.75,9.33119999999,20.2000666667,16.634,18.1492666667,9.45893333333,8.7156,8.86646666667,17.7873,8.14813333333
388.11,9.383,20.2592666667,16.6825333333,18.1896666667,9.46346666667,8.73333333333,8.88873333333,17.8271333333,8.21813333333
388.47,9.35266666667,20.2731333333,16.7002666667,18.2141333333,9.4274,8.72286666667,8.8812,17.8394666667,8.2144
388.83,9.34153333333,20.31,16.7578,18.2518,9.4378,8.71146666667,8.8834,17.8385333333,8.18053333333
389.19,9.33166666667,20.3320666667,16.7772,18.3126,9.44173333333,8.73393333333,8.85453333333,17.8832333333,8.16173333333
389.55,9.2768,20.3443333333,16.7559333333,18.2813333333,9.42446666667,8.73166666667,8.8052,17.8399,8.1366
389.91,9.14679999999,20.2770666667,16.6677333333,18.2246,9.31013333333,8.6286,8.69013333333,17.7876,8.00913333333
390.27,9.08973333333,20.29,16.6221333333,18.2576666667,9.26326666667,8.60666666667,8.63006666666,17.7733,7.9962
390.63,9.1208,20.3348666667,16.6873333333,18.3113333333,9.29146666667,8.6426,8.65606666667,17.8605666667,7.99886666667
391.00,9.10233333335,20.3519333333,16.6694,18.3137333333,9.22246666667,8.61533333333,8.621,17.8880333333,7.95433333334
391.36,9.12486666666,20.4095333333,16.6716666667,18.3219333333,9.21586666667,8.63693333333,8.63306666667,17.9546333333,7.94386666667
391.72,9.16560000001,20.4665333333,16.7485333334,18.4064666667,9.26266666667,8.70726666667,8.6636,18.0017333333,7.9926
392.08,9.14873333332,20.5032666667,16.7350666667,18.4694666667,9.28593333333,8.7,8.65846666667,18.0071,7.9842
392.44,9.1048,20.4726,16.7100666667,18.4482666667,9.25446666667,8.66333333333,8.6004,18.0000333333,7.9444
392.80,9.12413333333,20.4976,16.6766,18.4647333333,9.24706666666,8.69773333333,8.61766666667,17.9743,7.96493333334
393.16,9.15959999999,20.5542,16.7066666667,18.5012,9.27953333333,8.73493333334,8.65133333333,18.0196333333,8.0158
393.52,9.17306666667,20.5674666667,16.6977333333,18.5485333333,9.27573333333,8.7356,8.67406666667,18.0264333333,8.0112
393.88,9.19333333334,20.6259333333,16.7431333333,18.5917333333,9.28906666667,8.744,8.709,18.0703666667,8.0062
394.24,9.16246666665,20.6340666667,16.741,18.5524,9.26573333333,8.69966666667,8.67933333333,18.0778333333,7.93653333333
394.60,9.12973333333,20.5888,16.7003333333,18.5382,9.23966666667,8.67093333333,8.62893333333,18.0001333333,7.90893333333
394.96,9.09606666667,20.558,16.6840666667,18.5306,9.226,8.63053333333,8.60453333333,17.9678666667,7.90046666667
395.32,9.05800000001,20.5518,16.7000666667,18.5445333333,9.22246666667,8.5996,8.5704,17.981,7.8668
395.68,9.05506666667,20.5276666667,16.6819333333,18.5396666667,9.21773333333,8.5758,8.5662,17.9806,7.84353333333
396.04,9.12873333333,20.5890666667,16.7696666667,18.5835333333,9.27046666667,8.65653333333,8.61526666667,18.0631333333,7.8692
396.40,9.16553333332,20.6296,16.8137333333,18.6218,9.30586666667,8.68973333333,8.66253333333,18.0854666667,7.8942
396.76,9.07539999999,20.5610666667,16.7918,18.5573333333,9.23766666667,8.60713333333,8.5958,18.0793333333,7.827
397.12,9.02593333334,20.552,16.7544666667,18.5284666667,9.18573333334,8.52333333333,8.55806666667,18.0522333334,7.76013333333
397.48,9.0316,20.6013333333,16.8140666667,18.5297333333,9.21493333334,8.53913333333,8.5672,18.1219666667,7.79793333334
397.84,9.14673333334,20.7366,16.8930666667,18.6622,9.3144,8.64966666667,8.6452,18.2106,7.90146666667
398.20,9.21540000001,20.7820666667,16.9623333333,18.7716666667,9.37746666667,8.72326666667,8.71973333333,18.2657666667,7.9644
398.56,9.27760000001,20.8734,17.0478666667,18.8213333333,9.44566666666,8.77113333333,8.77086666667,18.3542333333,8.00893333333
398.92,9.3282,20.9636,17.1035333333,18.8923333333,9.48053333334,8.83146666667,8.8032,18.4093666667,8.01453333333
399.28,9.36353333333,21.0165333333,17.1376666667,18.9633333333,9.51186666667,8.83333333333,8.80913333333,18.4624666667,8.02846666667
399.64,9.41526666667,21.1060666667,17.2003333333,19.0446666666,9.54786666667,8.89126666667,8.86886666667,18.5171333333,8.0812
400.00,9.36426666667,21.0602,17.1396,19.0110666667,9.4778,8.7966,8.78553333333,18.4711666667,8.0104
400.36,9.39086666665,21.1206666667,17.1354666667,19.0626,9.49993333333,8.8038,8.80053333333,18.4727,8.03086666667
400.72,9.43380000001,21.1699333333,17.1485333333,19.1333333333,9.49686666667,8.83313333333,8.81993333333,18.4745666667,8.0346
401.08,9.50520000001,21.2146,17.2302666667,19.1962666667,9.54006666666,8.92326666667,8.862,18.5300333333,8.08973333333
401.44,9.50339999999,21.2160666667,17.2172666667,19.233,9.48706666667,8.91146666667,8.855,18.5365,8.03573333333
401.80,9.43786666668,21.1574666667,17.1652,19.1494,9.40433333333,8.82906666667,8.7712,18.4690333333,7.97473333333
402.16,9.41333333334,21.1183333333,17.1282666667,19.1071333334,9.35233333334,8.7812,8.70413333333,18.4119,7.94173333333
402.52,9.39533333333,21.1284,17.1158666667,19.1291333333,9.32093333333,8.7632,8.70353333333,18.4539333333,7.91126666667
402.88,9.31826666667,21.0634,17.0736,19.0865333333,9.2388,8.68113333333,8.63246666667,18.4244,7.8528
403.24,9.31253333335,21.0652666667,17.071,19.0599333334,9.20673333333,8.67993333333,8.6218,18.3771,7.84446666667
403.60,9.33966666668,21.1123333333,17.0849333333,19.087,9.21226666667,8.69346666667,8.6302,18.4518,7.85226666667
403.95,9.35853333334,21.1691333333,17.1333333333,19.1141333333,9.2692,8.74733333333,8.68646666667,18.4973333333,7.92173333333
404.31,9.35626666667,21.2097333333,17.1797333333,19.1621333333,9.2968,8.77706666667,8.69746666667,18.5710666667,7.9294
404.67,9.42646666667,21.2973333333,17.2631333333,19.2326666667,9.40453333333,8.8308,8.75333333333,18.6706333333,8.01566666667
405.03,9.38826666665,21.2882666667,17.2345333333,19.2153333333,9.3982,8.78986666667,8.74186666667,18.6648,7.97713333333
405.39,9.37906666667,21.2926666667,17.2386,19.2188,9.41053333333,8.76826666667,8.70546666667,18.6578333333,7.97873333333
405.75,9.40746666666,21.3582,17.2920666667,19.2732,9.44546666666,8.8048,8.75913333333,18.7216666667,8.00726666667
406.11,9.425,21.408,17.3359333333,19.3055333333,9.4724,8.82693333333,8.79273333333,18.7871666667,8.02813333333
406.47,9.4814,21.4728,17.3722666667,19.3604666667,9.50193333333,8.86333333333,8.829,18.8264666667,8.07753333333
406.83,9.47453333333,21.4696,17.3350666667,19.3431333333,9.49773333333,8.84173333333,8.8394,18.8317666667,8.0784
407.19,9.48926666667,21.5012,17.3566666667,19.3836,9.50053333333,8.83673333334,8.84766666667,18.8942666667,8.083
407.55,9.44080000001,21.4842666666,17.3473333334,19.3649333333,9.46753333333,8.78233333333,8.79026666667,18.8699,8.03226666667
407.90,9.45046666668,21.4964666667,17.3663333334,19.3968,9.45773333333,8.75093333333,8.76553333333,18.8723333333,8.00493333333
408.26,9.50286666668,21.5304,17.4063333333,19.4199333333,9.47586666666,8.7696,8.78406666667,18.8979666667,8.029
408.62,9.49886666665,21.545,17.3931333333,19.4128666667,9.44360000001,8.7456,8.76053333333,18.9146,7.99573333333
408.98,9.50060000001,21.5393333333,17.4074,19.4321333333,9.42519999999,8.7192,8.73093333333,18.9095666667,7.9876
409.34,9.47839999999,21.5239333333,17.4135333334,19.4150666667,9.3998,8.71506666667,8.7378,18.9315333333,7.97126666667
409.70,9.46006666667,21.4727333333,17.369,19.3751333333,9.36606666667,8.66673333333,8.67013333333,18.9007666667,7.91533333334
410.06,9.44146666666,21.4682,17.3802666667,19.3926666667,9.33926666667,8.62453333333,8.62713333333,18.8972333333,7.85946666667
410.42,9.41499999999,21.4312666667,17.3720666667,19.3721333333,9.30733333334,8.595,8.60613333333,18.8813666667,7.819
410.77,9.4172,21.4494,17.4252666667,19.4033333333,9.33220000001,8.6128,8.60213333333,18.8936333333,7.803
411.13,9.42459999999,21.4658,17.4581333333,19.4179333334,9.36,8.62233333333,8.6066,18.9027,7.8222
411.49,9.46559999999,21.5165333333,17.5012666667,19.4743333333,9.3994,8.6594,8.65206666667,18.9778333333,7.85946666667
411.85,9.40693333334,21.4925333333,17.5054,19.4680666667,9.36993333333,8.64846666667,8.6496,19.0076,7.8302
412.21,9.40233333334,21.513,17.4948,19.4889333333,9.36399999999,8.6322,8.655,19.0264666667,7.81986666667
412.57,9.36339999999,21.4960666667,17.5031333334,19.4983333333,9.3408,8.60126666667,8.62766666667,19.0070333333,7.81893333333
412.92,9.32986666666,21.5171333333,17.5005333333,19.5038666667,9.32633333333,8.611,8.6184,19.0145,7.79213333333
413.28,9.34620000001,21.5533333333,17.4958666667,19.5442,9.35293333333,8.5964,8.6118,19.0319666667,7.80906666667
413.64,9.35606666667,21.6002666667,17.5086666666,19.5872666667,9.39013333333,8.61073333333,8.63713333333,19.0492,7.84
414.00,9.33233333333,21.6141333333,17.4702,19.5826,9.3652,8.60026666667,8.6288,19.0380333333,7.8662
414.36,9.26913333335,21.6290666667,17.4406666667,19.553,9.33926666667,8.55366666667,8.5682,19.0162,7.83626666667
414.72,9.32573333333,21.7048666667,17.4884,19.6404,9.39406666667,8.602,8.62093333333,19.0939333333,7.90006666667
415.07,9.29839999999,21.6715333333,17.4342666667,19.5994666667,9.33446666667,8.55526666667,8.5922,19.0771,7.84946666667
415.43,9.27626666666,21.664,17.4412666667,19.594,9.29353333333,8.52453333333,8.5718,19.0555,7.82386666667
415.79,9.31560000001,21.7231333333,17.4577333333,19.6298666667,9.32866666667,8.54366666667,8.61986666667,19.0658333333,7.85426666667
416.15,9.29053333333,21.7086666667,17.4561333333,19.6214666667,9.31446666667,8.53046666667,8.59953333333,19.045,7.84693333333
416.51,9.32746666668,21.7528666667,17.4868666667,19.6600666667,9.35253333333,8.5704,8.62346666667,19.1234666667,7.85806666667
416.86,9.36273333333,21.8248,17.551,19.7320666667,9.39926666667,8.592,8.6818,19.1628666667,7.90466666667
417.22,9.35153333333,21.8589333333,17.5832,19.7437333333,9.39486666667,8.60453333333,8.7002,19.1807,7.89626666667
417.58,9.3658,21.8558,17.6197333333,19.7740666667,9.41533333333,8.6316,8.73053333333,19.2178333333,7.94693333333
417.94,9.40793333334,21.9027333333,17.6699333333,19.8156,9.4658,8.67673333333,8.7776,19.2694666667,7.96853333333
418.29,9.46966666667,21.9452,17.7302,19.8824666667,9.53326666667,8.73633333333,8.85373333333,19.3428333333,8.0362
418.65,9.462,21.9410666667,17.7360666667,19.8850666667,9.52673333333,8.73393333334,8.8508,19.3425,8.02466666667
419.01,9.47633333334,22.0016666666,17.7858,19.9455333334,9.57380000001,8.7856,8.89459999999,19.383,8.0694
419.37,9.458,22.0056666667,17.7711333333,19.9486666667,9.5802,8.77886666667,8.88286666667,19.3736,8.0562
419.73,9.47273333335,22.0180666667,17.7775333333,19.9564666667,9.57773333333,8.79146666667,8.884,19.4097333333,8.0672
420.08,9.46746666667,22.0126666667,17.7823333333,19.9648,9.57966666666,8.77453333333,8.87653333333,19.4153333333,8.06
420.44,9.45986666665,22.0006666667,17.7668666667,19.9826666667,9.57799999999,8.77926666667,8.88026666666,19.3908,8.048
420.80,9.45573333333,21.9686666667,17.7418666667,19.9603333333,9.56873333333,8.76446666667,8.86700000001,19.4037333333,8.03226666667
421.16,9.44706666667,21.9709333334,17.7327333333,19.9577333333,9.57206666667,8.74333333334,8.84926666667,19.4119,8.029
421.51,9.4452,21.9957333333,17.7338,19.9670666667,9.5684,8.72953333333,8.84779999999,19.4133666667,8.00953333333
421.87,9.41186666666,21.9669333334,17.7043333333,19.9526,9.5442,8.70813333333,8.8298,19.4074,7.99073333334
422.23,9.38293333333,21.9766666667,17.6960666667,19.9594666667,9.52526666667,8.68566666667,8.80113333333,19.4029,7.95646666667
422.58,9.3718,21.9846666667,17.6885333334,19.9546,9.5108,8.66313333333,8.79133333333,19.3931,7.94953333333
422.94,9.36066666667,21.9952,17.7062666667,19.9783333333,9.52406666667,8.65533333333,8.79006666667,19.4039666667,7.94446666667
423.30,9.38306666667,22.0162,17.7259333333,20.0047333334,9.55006666667,8.67453333333,8.8256,19.4326333333,7.96913333333
423.66,9.34706666666,21.9960666666,17.7041333333,20.0010666667,9.5448,8.65266666667,8.79806666667,19.4190666667,7.94126666667
424.01,9.34920000001,22.0284,17.7232666667,20.0234666667,9.5534,8.6654,8.8076,19.4545,7.95393333333
424.37,9.34646666668,22.0519333333,17.7459333333,20.0434,9.55433333333,8.65953333333,8.81366666667,19.4848666667,7.96026666667
424.73,9.34906666667,22.0878666667,17.7652,20.0776,9.56426666667,8.66246666667,8.8118,19.4956,7.96213333333
425.08,9.37180000001,22.1189333333,17.8045333333,20.1275333333,9.59946666667,8.701,8.85299999999,19.5324666667,7.982
425.44,9.37133333335,22.1434,17.8255333333,20.1511333333,9.60573333333,8.7012,8.86200000001,19.5610666667,7.9928
425.80,9.39713333332,22.1998,17.8741333333,20.2015333333,9.64920000001,8.72413333333,8.9008,19.6050333333,8.02426666667
426.16,9.3978,22.1893333333,17.8734,20.2068666667,9.65626666666,8.72433333333,8.91693333333,19.6130333333,8.03853333333
426.51,9.41539999999,22.2227333333,17.9074,20.2449333333,9.70273333335,8.7524,8.93906666667,19.6758333333,8.06213333333
426.87,9.43353333332,22.2135333333,17.8899333333,20.2494666667,9.703,8.7434,8.94986666667,19.7068666667,8.06106666667
427.23,9.46466666667,22.2512666666,17.9450666667,20.2877333333,9.73706666665,8.7726,8.96299999999,19.7691666667,8.08713333333
427.58,9.5034,22.3121333333,17.9920666667,20.3461333333,9.76706666667,8.7924,8.9992,19.8195,8.1206
427.94,9.49200000001,22.302,17.9773333333,20.3432666667,9.77306666667,8.7858,8.99193333333,19.8128,8.089
428.30,9.51313333333,22.35,18.0299333333,20.3897333333,9.81973333333,8.826,9.03926666667,19.8610666667,8.11433333333
428.65,9.50626666666,22.3285333333,18.0318666667,20.3701333333,9.81773333332,8.83333333334,9.04759999999,19.8699666667,8.1236
429.01,9.50620000001,22.3386666667,18.0298,20.3787333333,9.81526666667,8.82886666667,9.0414,19.8502666667,8.12453333333
429.37,9.48873333333,22.3047333333,18.0302666667,20.3747333333,9.82733333331,8.81953333333,9.03573333334,19.8336,8.10626666667
429.72,9.49033333334,22.3318666667,18.0565333333,20.4022666667,9.83926666665,8.81533333333,9.05013333334,19.86,8.1042
430.08,9.53033333334,22.4075333333,18.1178666667,20.4628666667,9.88613333333,8.85553333333,9.09946666666,19.9213666667,8.14586666667
430.44,9.553,22.4532666667,18.1563333333,20.5205333333,9.88006666668,8.87113333333,9.12293333334,19.9420333333,8.15466666667
430.79,9.5946,22.5491333333,18.2269333333,20.5962666667,9.92666666667,8.92986666667,9.15026666667,19.9962333333,8.19886666667
431.15,9.60040000001,22.6015333333,18.2586666667,20.6414,9.94413333333,8.9532,9.17513333333,20.0114,8.23746666667
431.50,9.62646666665,22.6781333333,18.3268666667,20.7137333333,9.99426666667,8.98986666667,9.21266666667,20.0602333333,8.2702
431.86,9.62866666667,22.7044,18.3654666667,20.7396,10.0006,8.99213333333,9.22026666666,20.0800666667,8.26453333333
432.22,9.58766666666,22.6888,18.3117333333,20.6944666667,9.94253333335,8.933,9.16553333334,20.0562,8.2214
432.57,9.63353333333,22.7882666667,18.4041333333,20.7829333333,9.99426666667,8.99026666667,9.21306666667,20.1164,8.265
432.93,9.63666666667,22.8119333333,18.4363333333,20.8261333333,9.99859999999,9.00813333333,9.22146666666,20.1546,8.2676
433.29,9.64240000001,22.8473333333,18.4481333333,20.8536,9.98340000001,9.0242,9.21626666667,20.1797,8.2634
433.64,9.66033333334,22.8816666667,18.4736666667,20.8872,9.99833333334,9.04673333333,9.22240000001,20.1947666667,8.27586666667
434.00,9.63646666665,22.8728,18.4570666667,20.8844,9.98346666666,9.02586666667,9.18846666666,20.1755,8.23453333333
434.35,9.65706666665,22.9148,18.485,20.9126666667,10.0268666667,9.06006666667,9.22546666667,20.2038,8.2718
434.71,9.64206666666,22.9118666667,18.4912,20.9281333333,10.0313333333,9.05213333333,9.2318,20.2065666667,8.2608
435.07,9.60079999999,22.906,18.4577333333,20.9116,10.0033333333,9.01206666667,9.19546666666,20.1849333333,8.1972
435.42,9.60659999999,22.9026666667,18.4694666667,20.9210666666,10.0009333333,9.02673333334,9.20706666667,20.1899,8.20866666667
435.78,9.632,22.9594666667,18.4875333333,20.9736,10.0434666667,9.0596,9.24393333334,20.2237666667,8.26426666667
436.13,9.68840000001,23.0286,18.5741333333,21.0774666667,10.1200666667,9.11893333333,9.31713333333,20.2866,8.32613333333
436.49,9.68500000001,23.048,18.5652666667,21.1066,10.1300666667,9.1184,9.32566666667,20.3125666667,8.31373333333
436.84,9.73213333334,23.0935333333,18.5880666667,21.1423333333,10.1612666667,9.1292,9.36826666667,20.3576,8.35326666667
437.20,9.74653333333,23.1420666667,18.6266,21.1890666667,10.1946666667,9.14526666667,9.40166666666,20.4075666667,8.37633333333
437.56,9.76853333334,23.1761333333,18.6421333333,21.2313333333,10.1998,9.15813333333,9.4224,20.4330333333,8.381
437.91,9.81993333333,23.2465333333,18.7216666667,21.3152666667,10.2503333333,9.2206,9.47546666667,20.5074333333,8.446
438.27,9.81173333333,23.2656666667,18.7305333333,21.3398666667,10.2463333333,9.21546666667,9.46500000001,20.5118333333,8.4388
438.62,9.78713333335,23.2865333333,18.7336666667,21.3310666667,10.2167333333,9.18886666667,9.44846666666,20.4996666667,8.41706666667
438.98,9.81266666667,23.3292,18.7840666667,21.4038666667,10.2424666667,9.219,9.48006666667,20.5541,8.44606666667
439.33,9.8088,23.3403333333,18.7836,21.4201333333,10.2408666667,9.2264,9.48060000001,20.56,8.42453333333
439.69,9.82473333333,23.386,18.8338,21.464,10.2464666667,9.25153333333,9.50333333333,20.5919666667,8.4196
440.04,9.83200000001,23.3971333333,18.8424666667,21.4643333333,10.2416666667,9.26066666667,9.4976,20.5996,8.4098
440.40,9.82613333332,23.3984,18.8515333333,21.4738,10.2348666667,9.2584,9.49433333333,20.6121333333,8.4046
440.75,9.79993333334,23.4068666667,18.8609333334,21.4996,10.2244,9.25686666667,9.47213333333,20.6027666667,8.37766666667
441.11,9.82146666665,23.4356,18.8917333333,21.5301333333,10.2332666667,9.2836,9.49140000001,20.6165,8.39166666666
441.47,9.8082,23.4454,18.8998,21.5306,10.239,9.285,9.48319999999,20.6282333333,8.39746666667
441.82,9.78139999999,23.4505333333,18.8854,21.5157333333,10.2163333333,9.2722,9.46280000001,20.6132666667,8.3712
442.18,9.77480000001,23.4665333333,18.9002,21.5373333333,10.2081333333,9.2646,9.47146666666,20.643,8.353
442.53,9.7896,23.486,18.9146,21.562,10.2204666667,9.28886666667,9.4864,20.6606333333,8.3652
442.89,9.79526666666,23.5082,18.9334,21.5691333333,10.232,9.30013333333,9.51019999999,20.6569333333,8.3782
443.24,9.80053333333,23.5366666667,18.9358,21.5773333333,10.2414666667,9.31626666667,9.51986666666,20.6631,8.40173333334
443.60,9.79240000001,23.5326666667,18.937,21.5848666667,10.2395333333,9.31786666667,9.511,20.6747666667,8.4148
443.95,9.77786666667,23.5354,18.9186,21.5959333333,10.2286,9.30693333333,9.50073333333,20.6789,8.41606666666
444.31,9.76273333333,23.5476,18.9114,21.6108666667,10.2015333333,9.29606666667,9.48473333333,20.6634666667,8.4096
444.66,9.76666666667,23.5608,18.9122666667,21.6061333334,10.2003333333,9.3098,9.48986666667,20.6865666667,8.41673333333
445.02,9.77853333334,23.5895333333,18.9266666667,21.6306666667,10.2196666667,9.33806666667,9.50533333334,20.7165666667,8.43353333333
445.37,9.79773333332,23.6034,18.9484,21.6574666666,10.2254,9.3636,9.51819999999,20.7360333333,8.44526666667
445.72,9.7834,23.5853333333,18.9298666667,21.6452,10.2095333333,9.34253333333,9.50426666666,20.7309666667,8.42286666667
446.08,9.76100000001,23.5629333333,18.9011333333,21.6061333333,10.1883333333,9.3384,9.48746666666,20.6975333333,8.40593333333
446.43,9.77440000001,23.5663333333,18.9138,21.6283333333,10.2018666667,9.35793333333,9.50386666666,20.7276666667,8.4112
446.79,9.76266666667,23.5432,18.8866666667,21.6073333333,10.178,9.3344,9.47713333334,20.7256333333,8.39673333333
447.14,9.73259999999,23.5157333334,18.8796,21.5921333333,10.1508,9.30386666667,9.44233333333,20.7258666667,8.3626
447.50,9.74146666667,23.5398666667,18.8858666667,21.6003333333,10.1552,9.30873333333,9.45473333333,20.7468333333,8.3512
447.85,9.74453333333,23.5603333333,18.9172666666,21.6162666667,10.1659333333,9.32766666666,9.47046666667,20.7693333333,8.36373333333
448.21,9.78326666667,23.5911333333,18.9534666667,21.6387333333,10.2096666667,9.35926666667,9.50199999999,20.8011,8.3992
448.56,9.7986,23.5908,18.9662666667,21.64,10.2356,9.37153333333,9.52613333333,20.8079666667,8.40673333333
448.92,9.77806666666,23.5828666667,18.9521333333,21.6337333334,10.2243333333,9.346,9.51499999999,20.8014,8.38633333333
449.27,9.77266666667,23.6049333333,18.962,21.648,10.2258,9.33686666667,9.51826666666,20.8099666667,8.3828
449.62,9.78526666667,23.6338,18.9902666667,21.6900666667,10.2432,9.3502,9.54413333333,20.8319,8.40486666667
449.98,9.83019999999,23.6786,19.0347333333,21.7549333333,10.2759333333,9.3886,9.5678,20.8859666667,8.44093333333
450.33,9.84240000001,23.6902,19.0404,21.7575333333,10.2756666667,9.3856,9.57953333333,20.8910666667,8.45313333333
450.69,9.88733333333,23.7471333333,19.1002666667,21.8136,10.3062,9.4428,9.62893333333,20.9441666667,8.4942
451.04,9.94693333333,23.8136666667,19.1630666667,21.8872666667,10.3669333333,9.5,9.70173333333,21.0,8.5526
451.40,9.93153333333,23.8010666667,19.1623333333,21.8879333333,10.3548,9.48646666667,9.7004,20.9995,8.5652
451.75,9.8926,23.7658,19.1093333333,21.8642666667,10.3131333333,9.4498,9.67066666667,20.9531333333,8.52053333333
452.10,9.85266666667,23.7451333333,19.0687333333,21.8278666667,10.2658,9.4154,9.64813333334,20.9413,8.49026666667
452.46,9.85153333333,23.7813333333,19.0872,21.8538666667,10.2392666667,9.417,9.64553333333,20.9714333333,8.4996
452.81,9.85813333333,23.7722666667,19.0996666667,21.8728666666,10.221,9.42053333333,9.63780000001,20.9834,8.50206666667
453.17,9.88,23.7887333333,19.1143333333,21.8894,10.2533333333,9.44533333333,9.66293333334,21.0222333333,8.51906666666
453.52,9.88266666665,23.7692666666,19.0981333333,21.8532,10.2459333333,9.45146666667,9.66573333334,21.0220666667,8.51846666667
453.87,9.81773333332,23.7296,19.0669333333,21.8031333333,10.2075333333,9.40146666667,9.6244,20.9803333334,8.4742
454.23,9.80373333333,23.7579333333,19.0701333333,21.8312666667,10.2144,9.41746666667,9.63566666667,20.9920333333,8.4814
454.58,9.77773333333,23.7712666667,19.0612666667,21.8440666667,10.2229333333,9.39286666667,9.61786666667,20.9954333333,8.45886666667
454.93,9.77673333333,23.7826,19.0535333333,21.8456,10.2108666667,9.37626666667,9.6044,21.0002,8.45513333333
455.29,9.77600000001,23.8071333333,19.0543333333,21.8576,10.2147333333,9.38733333333,9.60113333334,20.9977,8.44013333333
455.64,9.84073333333,23.8856666667,19.1355333333,21.9074,10.2609333333,9.44326666667,9.66346666666,21.0707,8.50033333333
456.00,9.84939999999,23.9082,19.1708,21.9677333333,10.2931333333,9.4656,9.6824,21.0852,8.49933333334
456.35,9.83133333333,23.8988,19.1651333333,21.9671333333,10.2952666667,9.45553333333,9.66440000001,21.0785,8.4998
456.70,9.81953333333,23.932,19.1659333333,21.9778,10.3038,9.44986666667,9.67666666666,21.0783333333,8.51073333334
