wavelength,Back_EunCamf,Belly_EunCamf,Breast_EunCamf,Crissum_EunCamf,Crown_EunCamf,DorTail_EunCamf,Rump_EunCamf,Throat_EunCamf,WingTip_EunCamf
560.23,13.2725333333,30.7206666667,24.7930666667,30.4876666667,13.1117333334,13.2856666667,14.0936,26.3796,11.2152
560.58,13.3032666667,30.7575333333,24.8417333333,30.5511333333,13.1260666667,13.3452666667,14.1404666667,26.4503,11.2621333333
560.92,13.2948,30.7162666667,24.7950666667,30.5235333333,13.0803333333,13.3252,14.1307333333,26.4115666667,11.2456
561.26,13.3279333333,30.7211333333,24.7765333333,30.4896666667,13.0884666666,13.3219333333,14.1375333334,26.4271,11.2642666667
561.60,13.269,30.6923333333,24.7468666666,30.4544,13.0188666666,13.2857333333,14.0908,26.3853,11.2185333333
561.94,13.2313333333,30.6058666667,24.7206666666,30.4000666667,12.9770666667,13.2609333333,14.0593333333,26.3273666667,11.1925333333
562.28,13.2234,30.5994666666,24.6794666667,30.3872666667,12.9506,13.2501333333,14.0355333334,26.3146,11.192
562.62,13.2429333333,30.5848666667,24.6668666667,30.3944666667,12.9649333333,13.2548,14.0342,26.3258666667,11.2039333333
562.96,13.2179333334,30.5276666667,24.6440666667,30.3496666667,12.9332666667,13.2629333333,14.0262666667,26.2943,11.1692
563.30,13.2158666667,30.5084666667,24.6287333333,30.3220666667,12.9260666667,13.2714,14.0282666667,26.2999,11.1898
563.64,13.1417333333,30.4772,24.6197333333,30.2960666667,12.888,13.2267333333,13.9600666667,26.2609,11.1410666667
563.99,13.1735333334,30.512,24.6286666667,30.329,12.903,13.2563333333,13.9836666667,26.308,11.1524666667
564.33,13.1352,30.4570666667,24.5772,30.274,12.8841333333,13.2234666667,13.9782666667,26.2568666667,11.1136666667
564.67,13.1442,30.4509333333,24.5926,30.3073333333,12.8997333333,13.2526,14.0016,26.2762,11.1516666667
565.01,13.1503333333,30.4596,24.6076,30.3426,12.899,13.2991333333,14.0274666667,26.2705,11.1602666667
565.35,13.1730666667,30.4839333333,24.6188666667,30.3657333333,12.8943333333,13.3212666667,14.0277333333,26.2998666667,11.1974666667
565.69,13.1954,30.5582,24.6398666667,30.4279333333,12.925,13.3639333333,14.0808,26.3056333333,11.2493333333
566.03,13.1726,30.5534,24.6287333333,30.4120666667,12.894,13.3486,14.0634,26.2945333333,11.2292666667
566.37,13.1254,30.5059333333,24.6120666667,30.3751333333,12.8555333333,13.3296,14.0512666667,26.2468,11.1912666667
566.71,13.1197333333,30.5213333334,24.6262666667,30.3927333333,12.8791333333,13.3328666667,14.0736666667,26.2467333333,11.2101333333
567.05,13.108,30.5148666667,24.6164,30.3828666667,12.8632,13.3168666667,14.0668666667,26.2389,11.189
567.39,13.0715333333,30.4832666667,24.5586666667,30.3819333333,12.8228666666,13.2898,14.0628,26.2224,11.1762
567.73,13.0698666667,30.4382666667,24.5365333333,30.3591333333,12.7997333333,13.2854666667,14.0433333333,26.1857333333,11.1652
568.07,13.0388666667,30.4224666667,24.5144,30.3507333333,12.7620666667,13.2675333333,13.9974,26.1696666667,11.1527333333
568.41,13.0732666667,30.4594,24.5529333333,30.3899333333,12.7972666667,13.3138666666,14.0324666667,26.1729666667,11.1712
568.75,13.0632666667,30.4599333333,24.5672,30.4066,12.8166666667,13.3180666667,14.0637333333,26.1778666667,11.1943333333
569.09,13.1048,30.5071333333,24.6056666667,30.4622666667,12.883,13.3854666667,14.1396666667,26.2232,11.2318666667
569.43,13.0839333333,30.4688666667,24.5757333333,30.4286666667,12.8351333333,13.3757333333,14.1085333333,26.2016333333,11.2053333333
569.77,13.1019333333,30.4738666667,24.6032,30.4826666667,12.8695333333,13.4305333333,14.1425333333,26.2086,11.2534
570.11,13.132,30.5290666667,24.6375333333,30.5476,12.8973333333,13.47,14.1903333333,26.2370333333,11.2875333333
570.45,13.1342,30.5105333333,24.6139333333,30.5462666667,12.8736666667,13.4818,14.1844,26.2340666667,11.2945333334
570.79,13.1250666667,30.4911333333,24.5922,30.5508,12.8653333333,13.4967333333,14.1913333333,26.21,11.2856
571.13,13.1696,30.5382,24.6546666667,30.6148666667,12.8928666667,13.5514666667,14.2416666667,26.2573666667,11.3279333333
571.47,13.1814666667,30.5651333333,24.6742,30.6493333333,12.9284666667,13.5895333333,14.2872,26.2993666667,11.3736
571.81,13.2648,30.6218666667,24.7134,30.7049333333,12.982,13.6673333334,14.3709333334,26.3319333333,11.4488
572.15,13.2549333333,30.6229333333,24.6812,30.6936666667,12.9621333333,13.6665333333,14.3590666667,26.333,11.4561333333
572.49,13.2392666667,30.5968,24.6559333333,30.684,12.924,13.6689333333,14.3386,26.3007666667,11.4407333333
572.83,13.2216,30.5792666667,24.6464,30.7051333333,12.8912,13.6523333333,14.336,26.3048333333,11.4334666667
573.17,13.2484666667,30.5842666667,24.6659333333,30.7114666667,12.909,13.6828666667,14.3597333333,26.3202,11.4530666667
573.51,13.2856,30.6333333333,24.6906666667,30.7442666667,12.9312666667,13.705,14.3873333333,26.3642333333,11.4752666667
573.85,13.2942,30.6338,24.6936666667,30.7528,12.9335333333,13.7224,14.4107333333,26.3956333333,11.5103333333
574.19,13.2888666667,30.6195333333,24.6806,30.7538666667,12.9089333333,13.7182666667,14.4062,26.3651666667,11.5215333333
574.53,13.3119333334,30.6294,24.6999333333,30.752,12.9182,13.7315333333,14.4008666667,26.3595,11.5328666666
574.87,13.3388666667,30.6656,24.6894666667,30.7676,12.9355333333,13.7667333333,14.4380666667,26.3781,11.5603333333
575.21,13.3742,30.7247333333,24.7290666667,30.8136,12.9442666667,13.8078,14.4674666667,26.3951333333,11.5917333333
575.55,13.3566,30.7176,24.7525333333,30.8289333333,12.9395333333,13.8276,14.4682666666,26.4007666667,11.5674666667
575.89,13.3868666667,30.7742,24.8201333334,30.8796,12.9530666667,13.8633333333,14.5116,26.4393333333,11.6106
576.22,13.4582,30.8250666667,24.8556666667,30.9379333333,12.9939333333,13.9124,14.5675333333,26.4953333333,11.6552
576.56,13.4717333333,30.7924666667,24.8453333333,30.9038666667,13.0002666666,13.9226,14.563,26.4534333333,11.6572
576.90,13.4899333333,30.8140666667,24.8653333333,30.9465333333,13.0243333333,13.9382666667,14.5802666667,26.494,11.6809333333
577.24,13.5017333333,30.789,24.8845333334,30.9496,13.0250666667,13.9422,14.6100666667,26.4982,11.6988
577.58,13.5461333333,30.8348666666,24.9008,30.9828666667,13.0492,13.9756666667,14.6212,26.4913666667,11.7147333333
577.92,13.5582,30.8446666667,24.8918666667,31.0016,13.0400666667,14.0019333333,14.6424666667,26.5316666667,11.7281333333
578.26,13.6166666667,30.9032666667,24.9617333333,31.0601333333,13.0924666667,14.0772666667,14.7202,26.5869,11.8150666667
578.60,13.6599333333,30.9104666667,25.0192,31.0900666667,13.1182,14.1050666667,14.7478,26.6054,11.8735333333
578.94,13.6038,30.8572666667,25.001,31.0615333333,13.0728666667,14.0465333333,14.7205333333,26.6033666667,11.8199333333
579.28,13.5863333333,30.8520666667,25.0013333333,31.0355333333,13.0579333333,14.0071333333,14.723,26.602,11.8324
579.61,13.5384,30.8090666667,24.9632666667,31.0226666667,13.028,13.9966,14.6879333334,26.5813,11.7879333333
579.95,13.5324666667,30.7776666667,24.9504666667,31.0059333333,13.0477333333,13.9995333334,14.6781333333,26.5603666666,11.8126
580.29,13.5532666667,30.8248,24.9804666667,31.0304666667,13.0312,14.0382,14.6972,26.6213666667,11.8441333333
580.63,13.5453333333,30.8315333333,24.9976666667,31.0454,13.0182666667,14.0709333333,14.7165333333,26.6095666667,11.8545333333
580.97,13.563,30.9120666667,25.0006,31.0914666667,13.0271333333,14.1034,14.7120666667,26.6273333333,11.8665333333
581.31,13.579,30.8715333333,25.0181333333,31.0844,13.0376,14.1224666667,14.7251333333,26.6556333333,11.8773333333
581.65,13.5976,30.8726,25.0743333333,31.0975333333,13.0573333333,14.1602666667,14.7214666667,26.6541,11.8557333333
581.98,13.5509333333,30.8608,25.0018,31.0874666667,12.9851333333,14.1172,14.6792666667,26.6294,11.8045333333
582.32,13.5283333333,30.8658,24.9930666667,31.0853333333,12.9600666666,14.1219333333,14.6844,26.6373666667,11.7325333333
582.66,13.6562,30.9228666667,25.0643333333,31.1663333333,13.0290666667,14.2325333333,14.7770666667,26.6954666667,11.8348666667
583.00,13.7046,30.9918,25.139,31.2973333333,13.0564,14.3232,14.8083333333,26.7641333333,11.8756
583.34,13.713,30.9864666667,25.1464666667,31.3196666667,13.0559333334,14.3236666666,14.8226,26.7522,11.8481333333
583.68,13.7106,31.0162,25.1606,31.3028,13.0082,14.341,14.8226,26.7625,11.7993333333
584.01,13.7252666667,31.0772666667,25.1768,31.3568,13.0489333334,14.3578,14.8172666667,26.7749333333,11.8182666667
584.35,13.7672,31.1437333333,25.2354,31.44,13.0906,14.4081333333,14.8819333333,26.8573333333,11.8404
584.69,13.7023333333,31.0708666667,25.2093333333,31.4086666667,13.0113333333,14.3543333333,14.8336666667,26.8079,11.7664
585.03,13.7007333333,31.0886666666,25.232,31.4085333333,12.9711333333,14.3580666667,14.8460666666,26.8012666667,11.7606
585.37,13.7829333334,31.2112666667,25.3269333333,31.5024,13.0602666667,14.425,14.9668,26.9165333333,11.8498
585.70,13.8582,31.3408,25.4664,31.6298,13.1528666667,14.525,15.0910666667,27.0265666667,11.9275333333
586.04,13.8421333334,31.3374666667,25.462,31.6444,13.1319333333,14.507,15.0898,27.0034666667,11.9558
586.38,13.8215333333,31.3633333333,25.4668666667,31.6746,13.1348666667,14.5182666667,15.0889333333,27.0091333334,11.9568666667
586.72,13.8648,31.4052,25.4608,31.6464,13.1536,14.5481333333,15.1506,27.0343333333,11.9984
587.06,13.8463333333,31.3965333333,25.4334,31.6300666667,13.1327333333,14.5625333333,15.1614666667,27.0529,12.0320666667
587.39,13.8962,31.4596,25.4911333333,31.7207333333,13.1926,14.6169333333,15.2365333333,27.1588333333,12.1128666667
587.73,13.8967333333,31.4345333333,25.4778,31.7000666667,13.175,14.6439333333,15.2729333333,27.1309333333,12.0988
588.07,13.8868666666,31.4393333333,25.482,31.6810666667,13.1258,14.6112666667,15.2445333333,27.1001,12.075
588.41,13.956,31.5084666667,25.534,31.6938,13.205,14.7176666667,15.3296,27.1814666667,12.1712666667
588.74,13.9474666666,31.5356666666,25.5190666666,31.7323333333,13.2334,14.7582,15.3276,27.2288333333,12.1763333333
589.08,13.9286666667,31.4711333333,25.4688666667,31.6668,13.2146,14.7411333334,15.2774,27.1887333333,12.1675333333
589.42,13.8716666667,31.3924,25.3948,31.5712,13.1552,14.7262666667,15.2004,27.1069,12.1228
589.76,13.9814,31.4476,25.4511333333,31.6083333333,13.2358666667,14.8032,15.2412666667,27.2115,12.2124666667
590.09,13.9666666667,31.4499333333,25.4277333333,31.5850666667,13.2229333333,14.7787333333,15.232,27.1935333333,12.2083333333
590.43,13.9436666666,31.4186666667,25.4242,31.6059333333,13.1988666666,14.748,15.1954,27.1807,12.2002
590.77,13.9782,31.4556,25.4653333333,31.6137333333,13.2492,14.7725333333,15.1925333333,27.1947333333,12.2153333333
591.11,14.0087333333,31.4578666667,25.5048666667,31.6439333333,13.2567333333,14.8031333333,15.2188666667,27.1881666667,12.2240666667
591.44,13.9872666667,31.4103333333,25.5034,31.644,13.2556666667,14.7926,15.2145333333,27.1556,12.2082
591.78,14.0036,31.3902666667,25.4776666667,31.6219333333,13.2850666667,14.822,15.2476,27.1863333333,12.2814
592.12,13.9678,31.3530666667,25.4640666667,31.6107333334,13.2542,14.776,15.2194,27.125,12.2382666666
592.46,13.9686,31.3427333333,25.4608666667,31.5993333333,13.2191333333,14.7390666667,15.2138666667,27.0915333333,12.2438
592.79,13.9913333333,31.4629333333,25.5302,31.7278,13.2568666667,14.8163333333,15.2789333333,27.1998333333,12.3066666667
593.13,14.0470666667,31.4760666667,25.5645333333,31.7830666667,13.2764,14.8251333333,15.3131333334,27.2695,12.3432666667
593.47,14.0042,31.4717333333,25.5482666667,31.7632,13.2376,14.823,15.3187333333,27.2304,12.3251333333
593.80,14.0646666667,31.4620666667,25.5612,31.8081333333,13.2812,14.9059333334,15.3985333333,27.2880666667,12.3691333333
594.14,14.0771333333,31.4387333333,25.5462666667,31.7872,13.2961333333,14.9057333333,15.4017333333,27.2722666667,12.3733333333
594.48,14.1638666667,31.5254,25.6464,31.9223333333,13.3652666667,15.0014666666,15.5117333333,27.3662,12.4569333333
594.81,14.0984666667,31.5097333333,25.6037333333,31.8595333333,13.3484666667,15.0026,15.491,27.3622,12.5006
595.15,14.1148666666,31.5770666667,25.6288,31.8704666667,13.3336666667,15.0254666667,15.5076666667,27.4091666667,12.5318666667
595.49,14.1785333333,31.6118,25.6304,31.9305333333,13.3913333333,15.1232666667,15.5538666667,27.4031666667,12.5667333333
595.82,14.1947333333,31.6356,25.6402,31.9708,13.3956,15.1516,15.5745333333,27.4223,12.5958666667
596.16,14.1456,31.5830666667,25.5935333333,31.9313333333,13.3586,15.1328,15.5570666666,27.3714,12.5601333333
596.50,14.0926666667,31.5324,25.5302,31.8830666667,13.3048,15.0669333333,15.5207333333,27.3035,12.5155333333
596.83,14.0597333333,31.5396666667,25.5242666667,31.8798,13.3097333333,15.0774,15.519,27.2748666666,12.4996
597.17,14.0326,31.4822666667,25.4859333333,31.8604666667,13.2858666667,15.0523333333,15.5273333333,27.2467666667,12.4698
597.51,14.0032666666,31.4942,25.4745333333,31.8247333333,13.2726666667,15.0642666667,15.4974,27.212,12.4854
597.84,13.9761333333,31.5098,25.4414666667,31.8119333333,13.2602,15.086,15.5047333333,27.2336,12.4952
598.18,13.9053333333,31.4394666667,25.3497333333,31.7026666667,13.1920666667,15.0279333333,15.4726666667,27.16,12.4519333333
598.52,13.9452,31.4493333333,25.3626666667,31.7449333333,13.2211333333,15.0511333333,15.4842,27.1667,12.4522
598.85,13.9351333333,31.4058666667,25.3091333333,31.7232,13.1898666667,15.0523333333,15.4856,27.1237,12.4588
599.19,13.8851333333,31.4034666667,25.3076666667,31.6578666667,13.157,15.0106,15.4585333333,27.1031666667,12.4720666667
599.53,13.9214,31.4012666667,25.3261333333,31.6692666667,13.2105333333,15.0789333333,15.5108666667,27.1291,12.5292666667
599.86,13.9155333333,31.4116,25.3168,31.6433333333,13.1988,15.0748666667,15.5119333333,27.1325666667,12.5362
600.20,13.9612,31.3537333333,25.2895333333,31.5591333334,13.2218,15.1243333334,15.552,27.0705666667,12.5716666666
600.53,13.957,31.3,25.2160666667,31.5006666667,13.2051333333,15.1158666667,15.5385333333,27.0451333333,12.6238
600.87,13.9806666667,31.3465333333,25.2112,31.5092666667,13.2306,15.1622666667,15.5438,27.0506,12.6643333333
601.21,13.9757333333,31.3684,25.2585333333,31.5320666667,13.2148,15.1642666667,15.5534666667,27.0864333333,12.6710666667
601.54,13.9679333333,31.3246,25.2407333333,31.4984,13.1832666667,15.1451333333,15.518,27.0437,12.64
601.88,13.9786666667,31.3416,25.2472,31.5196666667,13.1507333333,15.1570666667,15.502,27.0520333333,12.637
602.21,13.9924,31.3873333333,25.2604,31.5461333333,13.1456,15.175,15.5015333333,27.0604333333,12.6558666666
602.55,13.9897333333,31.3896,25.3059333333,31.5662,13.1828,15.2092,15.4997333334,27.0871333334,12.6973333333
602.88,13.9359333333,31.3315333333,25.2331333333,31.5579333333,13.1159333333,15.1666,15.4362666667,27.0463333333,12.6163333333
603.22,13.9078666667,31.3521333333,25.2287333333,31.5504666667,13.0414666667,15.1255333333,15.3954666667,27.0592666667,12.6072
603.56,13.9568,31.3912666667,25.2698,31.6046,13.0748,15.1899333333,15.455,27.1034666667,12.6648
603.89,13.9359333333,31.4152,25.2820666667,31.6442,13.0389333333,15.1728666667,15.4398,27.1417,12.659
604.23,13.9334,31.4320666667,25.2876,31.6829333333,13.0376666667,15.1697333333,15.4268,27.1512,12.649
604.56,13.9159333333,31.4323333333,25.3185333333,31.7188,13.0261333333,15.1918,15.4245333333,27.1720333333,12.6907333333
604.90,13.8969333333,31.4047333333,25.2661333333,31.7046,13.0052666667,15.1514,15.4158,27.1466,12.6878
605.23,13.9123333333,31.4900666667,25.3298666667,31.7924,13.0470666667,15.2086,15.4799333333,27.1963333333,12.7366
605.57,13.9078666667,31.4396666667,25.3252666667,31.78,13.05,15.2258666667,15.4970666667,27.1764666667,12.7837333333
605.90,13.8834,31.4128666667,25.3094,31.7751333333,13.0217333333,15.2056666667,15.4824666667,27.1632333333,12.7652666667
606.24,13.8790666667,31.4369333334,25.2937333333,31.7904666667,13.0228666667,15.2066,15.4952,27.1849333333,12.7930666667
606.58,13.8852,31.433,25.3333333333,31.8267333333,13.0213333333,15.2002666667,15.5131333333,27.2152,12.8232666667
606.91,13.8622,31.4030666667,25.2590666667,31.7902666667,13.0106,15.2038666667,15.5072666667,27.1571666667,12.8012666666
607.25,13.8689333333,31.4169333333,25.2928666667,31.7939333333,13.0407333333,15.2381333333,15.4894,27.1885,12.8458
607.58,13.8987333333,31.4830666667,25.3577333333,31.8432666667,13.0654666667,15.3273333333,15.5177333334,27.2355333333,12.8754
607.92,13.9366666667,31.5323333333,25.4135333333,31.8312,13.0862,15.4126,15.5960666667,27.3014,12.9302666667
608.25,13.8996,31.5172,25.3552,31.7419333334,13.0211333333,15.35,15.5363333333,27.2253333333,12.8563333333
608.59,13.8652,31.427,25.2956666667,31.6862,12.9632666667,15.3202,15.4768666667,27.1532666667,12.79
608.92,13.8516,31.3081333334,25.1934,31.5650666667,12.9031333333,15.2594666667,15.4114666667,27.0713,12.7637333333
609.26,13.8392,31.3419333333,25.155,31.5940666667,12.8730666667,15.2535333333,15.3902,27.0764,12.752
609.59,13.789,31.2873333333,25.0983333333,31.5428,12.8301333333,15.2172666667,15.3656,27.0361,12.7088
609.93,13.8962666666,31.3882,25.2004,31.6307333333,12.8950666667,15.3082666667,15.4527333333,27.1443,12.7852
610.26,13.8559333333,31.3523333333,25.1447333333,31.5683333333,12.8540666667,15.2707333333,15.4231333333,27.0873333333,12.7840666666
610.60,13.8317333334,31.2766,25.1265333333,31.5316,12.8434666667,15.2686,15.4116,27.0879333333,12.8005333333
610.93,13.7292666667,31.1372,24.9728,31.4381333333,12.7218,15.1524,15.3282666667,26.9736333333,12.6938
611.27,13.7288,31.0905333333,24.9116,31.4132666667,12.6982666667,15.1014,15.3108666667,26.9452666667,12.7213333333
611.60,13.6609333333,30.9944,24.8335333333,31.3949333333,12.6322666667,15.0032666667,15.2288666667,26.8479,12.6764666667
611.93,13.7163333333,31.0242,24.8603333333,31.4967333333,12.6839333333,15.0658,15.2728,26.9205333333,12.7230666666
612.27,13.7279333333,31.0369333333,24.8884666667,31.497,12.7167333333,15.0962,15.2984666667,26.9335666667,12.786
612.60,13.7345333333,31.1021333333,24.9796,31.5736666667,12.7339333333,15.1397333333,15.3389333333,27.0086,12.842
612.94,13.6777333333,31.0555333333,24.9228666667,31.4876666667,12.6968,15.0676,15.2484666667,26.9636333333,12.7714666667
613.27,13.6699333333,31.0835333333,24.9356,31.4974666667,12.6526666667,15.0704666666,15.2446,26.9722666667,12.7822666667
613.61,13.4924,30.9107333333,24.7573333333,31.3848,12.4869333333,14.8942,15.0729333333,26.8092666667,12.5868666667
613.94,13.5488666667,30.9968666667,24.7999333333,31.4580666667,12.5053333333,14.9821333333,15.1299333333,26.8724666667,12.6085333334
614.28,13.5454666667,31.0424,24.7912666667,31.5140666667,12.4866666667,14.9346666667,15.106,26.8362666667,12.5816666667
614.61,13.6070666667,31.0908666667,24.8364666667,31.5869333333,12.5547333333,14.9868,15.1502666667,26.8719333333,12.6679333333
614.94,13.5585333333,31.0593333334,24.8159333333,31.5586666667,12.5231333333,14.9872666667,15.1159333333,26.8553333334,12.6386666667
615.28,13.5605333334,31.1193333333,24.8428,31.5880666667,12.5338,15.0398666667,15.1108666667,26.8717333333,12.6446666667
615.61,13.4917333333,31.0774666667,24.7759333333,31.5418,12.4981333333,15.0191333333,15.0591333333,26.779,12.6775333333
615.95,13.414,31.0936,24.7043333333,31.5368666667,12.3922666667,14.9528,14.9739333333,26.7740666667,12.5701333333
616.28,13.3384,31.0672666667,24.6126666667,31.5132,12.3036,14.8834,14.9131333333,26.7141666667,12.5002
616.61,13.3134,31.0746666667,24.6498,31.5468,12.2992,14.9117333333,14.9152666667,26.7180333334,12.5078666666
616.95,13.3137333333,31.0784,24.6556666667,31.5565333333,12.2884,14.9212666667,14.8900666666,26.7285666667,12.5166
617.28,13.2564,31.0292,24.6214,31.5118,12.255,14.8922666667,14.8225333333,26.7138666667,12.5038
617.62,13.2910666666,31.0729333333,24.6995333333,31.5752,12.2955333333,14.9808666667,14.8724,26.7922333333,12.5486666667
617.95,13.2620666667,31.0646666667,24.7440666666,31.5400666667,12.2785333333,15.0186666667,14.8667333333,26.8361666667,12.5433333333
618.28,13.2288,31.1302666667,24.7935333333,31.5375333333,12.2366666667,15.0366666667,14.8718,26.8727666667,12.5260666667
618.62,13.166,31.1116,24.7515333333,31.5182666667,12.1813333333,14.9694,14.8241333333,26.8348666667,12.4793333333
618.95,13.141,31.081,24.6538666666,31.4892666667,12.1059333333,14.9200666667,14.8160666667,26.8396,12.4315333333
619.28,13.1000666667,31.0239333333,24.6442666667,31.4635333333,12.0416,14.855,14.7823333333,26.8536,12.3202
619.62,13.1474666667,31.0738,24.7317333333,31.5102666667,12.0980666667,14.9134,14.8473333333,26.8825333333,12.4128666667
619.95,13.1575333333,31.0014,24.7070666667,31.4688666667,12.1066666667,14.9581333334,14.8112666667,26.8209,12.3837333333
620.28,13.2594666667,31.1048666667,24.7962666667,31.5755333333,12.1892,15.0351333333,14.9261333333,26.9010666667,12.4306666667
620.62,13.3260666667,31.1628666667,24.8234,31.6088,12.2453333333,15.0911333333,14.9746666667,26.9133333333,12.4670666667
620.95,13.4562666667,31.2672666667,24.945,31.7035333333,12.3524,15.2258666667,15.1121333333,26.9832,12.5900666667
621.28,13.3658,31.1877333333,24.8530666667,31.6159333333,12.265,15.1012666667,14.9982666667,26.8860666667,12.5035333334
621.62,13.4026,31.2371333333,24.8403333334,31.6616666667,12.269,15.14,15.0276666666,26.8858666667,12.5106666667
621.95,13.4852,31.3566666667,24.9500666667,31.8051333333,12.3326,15.1763333333,15.0712,26.9496333333,12.5540666667
622.28,13.4436666666,31.2772666667,24.9033333334,31.7286666667,12.2761333333,15.1556666667,15.0398,26.9018,12.4973333333
622.62,13.4540666667,31.2944,24.9833333333,31.7412666667,12.2870666667,15.1479333333,15.0236,26.8957666667,12.518
622.95,13.5136666667,31.3778666667,25.0598666667,31.7698666667,12.3576666667,15.236,15.0948666667,26.9637333333,12.5536666667
623.28,13.5230666667,31.4068,25.041,31.8224666667,12.3567333333,15.261,15.0974,26.9819,12.5352
623.62,13.506,31.4924666667,25.0956666667,31.8626,12.3543333333,15.2522666667,15.1086,27.0162666667,12.5488666667
623.95,13.4748666667,31.4556,25.0405333333,31.8302,12.306,15.2646,15.0720666667,27.0028333333,12.5496666667
624.28,13.4247333333,31.4078,25.0502666667,31.8388666667,12.3124666667,15.2443333333,15.058,27.0204333333,12.5459333333
624.62,13.3825333333,31.4088666667,24.9865333333,31.8051333333,12.2756666667,15.2374666667,15.0098,27.004,12.4773333333
624.95,13.4421333334,31.4108666667,25.0322666667,31.8116666667,12.3544,15.2782666667,15.0622666667,27.0332333333,12.5204
625.28,13.4821333333,31.4176,25.053,31.7997333333,12.3797333333,15.3087333333,15.1006666667,27.0674333333,12.579
625.61,13.4747333333,31.3722666667,25.0288,31.7684,12.3770666667,15.3307333333,15.1033333333,27.0965666667,12.5491333333
625.95,13.4742666667,31.3903333333,25.0268666667,31.7846,12.4034666667,15.3469333333,15.0902,27.0743,12.5173333334
626.28,13.5229333333,31.4034666667,25.0773333333,31.8242666667,12.4558,15.4085333333,15.1317333333,27.1116,12.5249333333
626.61,13.5215333333,31.3976,25.0833333333,31.8578666667,12.43,15.4134,15.1288666666,27.1160333333,12.5318666667
626.94,13.4768666667,31.3326,25.0552,31.7651333334,12.3978,15.3906,15.0954,27.0774,12.4807333333
627.28,13.4382666667,31.2531333333,24.9854666667,31.7117333333,12.3842,15.3702666667,15.0593333333,27.03,12.4394666667
627.61,13.3827333333,31.1741333333,24.9478666667,31.6436666667,12.3319333333,15.3109333333,15.0049333333,26.9792666667,12.368
627.94,13.3506,31.1078666667,24.8606,31.5642666667,12.287,15.2712666667,14.9598666667,26.9205,12.2981333333
628.27,13.3496,31.0726666667,24.9023333333,31.5804,12.2894666667,15.2556666667,14.957,26.9448666667,12.2926
628.61,13.3447333333,31.1088666666,24.8715333333,31.6258666667,12.2937333333,15.3043333333,14.9765333333,26.9831,12.2767333333
628.94,13.3512,31.1114666667,24.8955333333,31.6696666667,12.3144666667,15.3221333333,14.9732,27.0322333333,12.2573333333
629.27,13.3827333333,31.1642,24.9236666667,31.7180666667,12.3344666667,15.3621333333,15.0191333333,27.0572,12.2957333333
629.60,13.5365333333,31.2670666667,25.0206666667,31.8278,12.4536666667,15.5116,15.1134666667,27.1874666667,12.4640666667
629.94,13.4648,31.1944666667,24.9414666667,31.7647333333,12.3870666667,15.4973333333,15.0836666667,27.1410666667,12.4269333333
630.27,13.4228666667,31.1024,24.9007333333,31.6992666667,12.3526,15.5033333333,15.05,27.1094,12.3862
630.60,13.5046,31.1994,24.9699333333,31.8053333333,12.4438666667,15.6292,15.1372,27.2005,12.5002
630.93,13.5839333333,31.3078666667,25.0714,31.8888666667,12.5053333333,15.6934666667,15.2322,27.3473333333,12.5430666667
631.26,13.6542,31.4162,25.1524666667,32.0082,12.6082,15.7790666666,15.3141333333,27.47,12.6362666667
631.60,13.6014,31.4422666667,25.1420666667,32.0269333333,12.5168666667,15.754,15.3005333333,27.4625,12.5714666667
631.93,13.6595333333,31.5371333333,25.1832666667,32.0600666667,12.5587333333,15.8314666666,15.4036,27.4723,12.6486666667
632.26,13.6508,31.5375333333,25.202,32.0303333333,12.5212666667,15.8072666667,15.4003333333,27.4376,12.6328666667
632.59,13.6602,31.5388666667,25.2080666667,32.0224666667,12.5166666667,15.8160666667,15.4220666667,27.4072666667,12.6440666667
632.92,13.6065333333,31.4753333333,25.1849333333,32.0090666667,12.5112666667,15.8204,15.3806,27.3359333333,12.6184666666
633.26,13.4646,31.3544666667,25.1351333333,31.9373333333,12.3826,15.6935333333,15.287,27.2329333333,12.481
633.59,13.5944,31.5041333333,25.2642,32.0669333333,12.5394,15.7746,15.3956,27.3516333333,12.5894
633.92,13.5548666667,31.5193333333,25.2312,32.0690666667,12.5238666667,15.7284,15.3442666667,27.3108,12.5727333333
634.25,13.5494,31.5090666667,25.245,32.0802666666,12.5009333333,15.6954,15.3144,27.3002333333,12.5386
634.58,13.5944,31.5216666667,25.266,32.1068,12.5307333334,15.7513333333,15.3992,27.2946333333,12.6014666667
634.91,13.6228666667,31.5039333333,25.2632666666,32.0916666667,12.5588,15.77,15.4139333333,27.2607666667,12.6193333333
635.25,13.7254,31.5224666666,25.3686666667,32.1388666667,12.694,15.8653333333,15.4852,27.3173333333,12.7756666667
635.58,13.6803333333,31.4706,25.3309333333,32.1438,12.6812666667,15.8547333333,15.4353333333,27.3014666667,12.7595333333
635.91,13.6962666666,31.4600666667,25.3561333333,32.167,12.7082,15.8948666667,15.4368666667,27.3398666667,12.8196666667
636.24,13.7456666667,31.4951333333,25.4103333333,32.2015333333,12.7758666667,15.9432,15.4821333333,27.3505333333,12.871
636.57,13.8158666667,31.5364666667,25.4525333334,32.2093333333,12.8398,16.0071333333,15.5427333333,27.4324333333,12.9352666667
636.90,13.9591333333,31.6546666667,25.5438,32.3292,12.9884,16.1631333334,15.7042666667,27.5682333333,13.0717333333
